Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
1996-02-20,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,221,76,15,100,86,50,106,33,2,106,84.8,15,47,Viral Fever,14.9,47.2,17.4,31.2,7.8,6.6,1.1,185,Dry Cold,20.2
1996-02-20,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,26,13,3,10,11,2,36,1,1,12,38.0,1,7,Routine Antenatal / Minor Infection / General Checkup,4.3,31.0,31.7,15.2,5.6,2.1,4.8,86,Clear / Pleasant,22.3
1996-02-21,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,170,96,15,100,78,35,124,26,2,62,70.1,12,37,Viral Fever,7.0,55.9,32.1,28.5,9.9,3.6,4.1,307,Dry Cold,15.7
1996-02-21,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,18,37,3,10,8,1,51,0,1,17,49.7,3,8,Routine Antenatal / Minor Infection / General Checkup,2.8,43.2,28.9,24.9,24.0,10.4,1.1,68,Clear / Pleasant,21.5
1996-02-22,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,161,94,15,100,75,41,120,31,3,60,84.0,14,25,Viral Fever,9.1,42.2,32.9,33.8,35.2,14.8,1.4,209,Dry Cold,21.4
1996-02-22,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,50,93,3,10,21,7,231,4,0,77,87.2,2,6,Gastroenteritis,1.3,52.1,34.0,20.3,30.0,10.5,3.2,294,Dry Cold,16.3
1996-02-23,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,161,72,15,100,46,16,100,10,4,100,77.3,13,26,Pesticide Exposure (Mild),11.4,38.8,20.9,30.8,2.8,7.7,12.6,335,Dust Storm,35.5
1996-02-23,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,47,57,3,10,14,7,110,6,0,55,73.6,1,5,Pesticide Exposure (Mild),2.9,57.8,17.2,16.4,23.5,15.1,3.8,296,Warm/Humid,39.4
1996-02-24,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,171,60,15,100,55,24,62,18,2,62,79.2,18,41,Minor Farm Trauma,6.6,43.4,34.3,39.2,3.5,6.2,10.6,158,Dry Cold,37.7
1996-02-24,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,32,4,3,10,13,0,40,0,1,40,30.1,3,3,Routine Antenatal / Minor Infection / General Checkup,1.5,34.5,29.9,22.9,7.1,3.9,2.4,74,Clear / Pleasant,21.8
1996-02-25,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,131,43,15,100,50,2,30,1,3,15,44.5,20,49,Routine Antenatal / Minor Infection / General Checkup,3.8,45.0,31.4,25.6,32.9,14.1,3.2,150,Clear / Pleasant,27.0
1996-02-25,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,58,92,3,10,14,5,103,4,1,103,90.3,1,3,Viral Fever,2.4,56.1,15.5,35.3,4.6,6.8,12.5,253,Dust Storm,38.0
1996-02-26,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,83,13,15,100,32,2,24,1,1,12,60.4,10,43,Routine Antenatal / Minor Infection / General Checkup,2.6,36.5,34.5,27.1,8.8,5.4,4.4,113,Clear / Pleasant,30.0
1996-02-26,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,37,77,3,10,13,4,158,3,0,79,82.7,1,7,Minor Farm Trauma,3.4,38.6,15.9,37.8,3.8,4.5,2.5,294,Dust Storm,18.4
1996-02-27,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,71,10,15,100,30,2,93,1,1,31,67.0,18,26,Routine Antenatal / Minor Infection / General Checkup,11.5,44.4,23.3,23.8,22.0,16.1,1.5,89,Clear / Pleasant,26.1
1996-02-27,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,18,39,3,10,8,2,66,1,1,22,34.4,2,7,Routine Antenatal / Minor Infection / General Checkup,1.9,30.6,29.8,23.8,2.9,5.0,1.1,85,Clear / Pleasant,21.3
1996-02-28,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,77,46,15,100,23,1,99,0,2,33,42.0,18,38,Routine Antenatal / Minor Infection / General Checkup,14.1,42.0,31.8,26.8,9.4,6.0,3.4,123,Clear / Pleasant,24.5
1996-02-28,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,40,76,3,10,11,3,348,2,0,116,84.0,2,7,Pesticide Exposure (Mild),1.3,45.4,25.8,19.0,9.7,2.0,2.8,288,Dust Storm,15.8
1996-02-29,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,79,35,15,100,35,1,24,0,4,8,63.8,13,43,Routine Antenatal / Minor Infection / General Checkup,11.0,31.9,21.4,16.2,5.4,2.7,2.1,61,Clear / Pleasant,26.6
1996-02-29,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,15,3,3,10,3,1,54,0,1,27,66.1,3,6,Routine Antenatal / Minor Infection / General Checkup,4.0,31.3,29.0,36.9,2.8,7.0,4.6,63,Clear / Pleasant,21.1
1996-03-01,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,167,93,15,100,40,15,86,11,4,86,77.9,10,44,Minor Farm Trauma,11.8,46.2,25.3,36.2,19.7,17.1,4.2,163,Dust Storm,23.3
1996-03-01,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,34,5,3,10,6,1,111,0,1,37,30.3,1,8,Routine Antenatal / Minor Infection / General Checkup,2.1,55.2,15.5,38.9,26.9,16.8,3.1,116,Clear / Pleasant,29.9
1996-03-02,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,237,80,15,100,78,47,190,35,3,95,85.3,12,50,Minor Farm Trauma,5.8,59.4,18.8,24.0,4.5,3.5,10.0,332,Light Rain,27.3
1996-03-02,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,37,55,3,10,9,3,258,2,1,86,79.0,2,3,Minor Farm Trauma,3.4,31.0,18.7,34.5,9.9,3.3,3.9,347,Dry Cold,36.7
1996-03-03,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,119,37,15,100,27,2,72,1,1,36,49.8,14,40,Routine Antenatal / Minor Infection / General Checkup,3.6,44.2,25.7,15.4,25.2,11.9,4.8,150,Clear / Pleasant,21.8
1996-03-03,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,45,92,3,10,22,10,218,6,1,109,91.6,3,3,Viral Fever,3.0,47.1,33.3,20.7,31.8,13.2,4.0,310,Dust Storm,39.8
1996-03-04,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,211,72,15,100,99,37,228,35,2,76,80.2,20,32,Minor Farm Trauma,5.1,39.2,18.0,31.2,9.6,5.0,3.0,281,Dust Storm,21.1
1996-03-04,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,23,18,3,10,7,2,38,1,0,19,58.0,2,8,Routine Antenatal / Minor Infection / General Checkup,3.5,35.2,26.0,25.1,4.6,7.6,2.2,106,Clear / Pleasant,31.1
1996-03-05,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,120,47,15,100,49,1,21,0,1,21,57.5,20,38,Routine Antenatal / Minor Infection / General Checkup,12.8,53.7,21.1,20.2,5.6,5.0,4.0,77,Clear / Pleasant,28.9
1996-03-05,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,22,30,3,10,5,1,58,0,0,29,42.5,1,7,Routine Antenatal / Minor Infection / General Checkup,1.9,58.8,25.2,34.9,18.3,24.8,4.2,149,Clear / Pleasant,20.2
1996-03-06,Big Rural (Delhi Outskirts),Extremely Busy,7,Off-Season / Sowing,421,114,15,100,166,89,858,78,3,429,98.5,7,30,Snakebite / Waterborne (Cholera/Typhoid),14.2,51.1,26.8,38.4,5.9,2.2,11.8,98,Heavy Monsoon / Flooded Fields,32.5
1996-03-06,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,50,62,3,10,18,10,237,7,1,79,91.8,1,7,Viral Fever,2.4,44.2,33.0,23.9,4.8,5.7,15.1,193,Warm/Humid,13.6
1996-03-07,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,100,48,15,100,40,0,7,0,3,7,46.1,13,40,Routine Antenatal / Minor Infection / General Checkup,6.4,31.1,27.9,37.7,5.9,2.1,15.8,62,Clear / Pleasant,21.7
1996-03-07,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,36,75,3,10,11,4,208,3,1,104,88.5,1,6,Minor Farm Trauma,3.6,43.4,20.7,19.1,3.2,2.8,1.6,337,Dust Storm,15.4
1996-03-08,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,128,20,15,100,60,2,78,1,3,26,38.8,17,39,Routine Antenatal / Minor Infection / General Checkup,5.2,42.3,21.2,27.5,24.1,20.4,2.2,86,Clear / Pleasant,20.2
1996-03-08,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,35,95,3,10,16,9,138,6,1,46,77.2,3,5,Pesticide Exposure (Mild),0.2,41.0,17.8,23.8,3.9,4.5,17.7,323,Light Rain,31.6
1996-03-09,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,79,28,15,100,36,2,23,1,2,23,33.9,11,43,Routine Antenatal / Minor Infection / General Checkup,4.2,40.0,27.6,34.2,6.8,3.7,19.1,101,Clear / Pleasant,29.3
1996-03-09,Small Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,62,175,3,10,26,14,1227,9,0,409,97.4,1,8,Severe Heatstroke / Thresher Accidents,4.0,58.7,24.9,27.2,31.8,11.8,4.6,251,Extreme Heatwave (Harvesting),40.2
1996-03-10,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,94,21,15,100,38,2,48,1,1,24,65.1,13,44,Routine Antenatal / Minor Infection / General Checkup,10.7,38.0,30.7,29.7,6.2,7.9,4.0,66,Clear / Pleasant,20.5
1996-03-10,Small Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,62,147,3,10,20,12,348,8,1,348,96.0,1,4,Severe COPD / Asthma (Stubble Smoke),1.8,43.6,22.9,38.4,31.5,11.9,3.6,584,Heavy Smog / Post-Harvest Burning,21.7
1996-03-11,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,168,97,15,100,57,22,219,19,3,73,93.9,15,47,Viral Fever,13.1,35.5,33.4,18.5,3.9,6.9,1.5,216,Dry Cold,28.3
1996-03-11,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,46,100,3,10,15,7,162,4,0,81,87.3,3,3,Pesticide Exposure (Mild),1.9,32.2,21.1,23.4,4.1,6.1,4.0,250,Dust Storm,41.8
1996-03-12,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,234,65,15,100,86,36,87,29,1,87,85.4,16,26,Minor Farm Trauma,10.3,57.0,27.1,31.2,15.5,22.7,1.8,267,Dry Cold,28.9
1996-03-12,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,50,55,3,10,12,6,360,4,1,120,74.3,3,3,Pesticide Exposure (Mild),4.1,37.7,29.5,23.1,15.6,20.7,1.7,200,Warm/Humid,19.7
1996-03-13,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,224,86,15,100,64,32,357,27,4,119,79.8,20,29,Viral Fever,11.6,30.8,33.7,30.3,4.5,5.4,2.2,163,Light Rain,11.4
1996-03-13,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,47,79,3,10,14,8,120,7,0,60,85.5,2,5,Viral Fever,1.0,47.1,18.7,21.2,3.9,7.8,13.6,234,Warm/Humid,11.1
1996-03-14,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,139,26,15,100,28,2,9,1,3,9,59.5,10,47,Routine Antenatal / Minor Infection / General Checkup,14.5,52.4,24.5,27.7,6.8,5.7,13.7,136,Clear / Pleasant,20.5
1996-03-14,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,58,85,3,10,28,12,291,9,0,97,83.4,3,4,Viral Fever,3.7,45.1,23.3,32.8,6.1,6.4,4.1,236,Dust Storm,18.7
1996-03-15,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,159,63,15,100,70,24,156,19,2,52,86.1,19,34,Minor Farm Trauma,9.5,37.2,18.4,26.0,3.6,6.5,4.8,285,Light Rain,25.3
1996-03-15,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,47,86,3,10,13,8,232,5,0,116,89.6,3,4,Minor Farm Trauma,2.2,37.8,15.2,32.6,23.5,19.7,4.3,280,Warm/Humid,30.3
1996-03-16,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,145,23,15,100,35,2,21,1,1,7,54.0,12,41,Routine Antenatal / Minor Infection / General Checkup,6.5,47.5,33.1,36.8,2.8,4.4,3.8,63,Clear / Pleasant,28.9
1996-03-16,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,15,0,3,10,4,0,26,0,0,13,44.1,3,3,Routine Antenatal / Minor Infection / General Checkup,1.8,36.2,28.6,22.3,4.0,6.7,3.0,51,Clear / Pleasant,29.9
1996-03-17,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,205,97,15,100,84,51,110,34,1,110,78.1,15,50,Minor Farm Trauma,14.1,44.3,15.3,33.9,18.3,23.7,2.2,203,Light Rain,25.0
1996-03-17,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,71,142,3,10,32,23,1422,20,0,474,96.7,1,2,Severe Heatstroke / Thresher Accidents,0.8,31.8,17.6,30.6,33.0,21.4,2.2,203,Extreme Heatwave (Harvesting),41.5
1996-03-18,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,127,7,15,100,40,0,22,0,4,11,57.9,15,40,Routine Antenatal / Minor Infection / General Checkup,9.7,52.7,20.5,16.2,18.2,12.4,1.4,93,Clear / Pleasant,28.2
1996-03-18,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,41,92,3,10,19,10,309,7,0,103,80.3,3,8,Gastroenteritis,2.2,35.7,26.0,22.2,17.7,16.8,4.3,225,Light Rain,16.5
1996-03-19,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,70,8,15,100,17,0,27,0,4,27,44.8,17,37,Routine Antenatal / Minor Infection / General Checkup,3.2,54.9,34.8,19.6,18.5,15.9,4.9,115,Clear / Pleasant,30.2
1996-03-19,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,50,92,3,10,19,9,82,7,0,82,93.9,2,6,Viral Fever,3.9,33.8,19.5,29.1,23.5,11.4,3.7,195,Dust Storm,21.0
1996-03-20,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,198,73,15,100,87,50,76,49,4,76,77.4,10,44,Gastroenteritis,9.8,56.3,25.5,34.2,27.0,17.9,2.5,152,Dry Cold,11.3
1996-03-20,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,10,37,3,10,4,0,90,0,1,30,37.1,3,7,Routine Antenatal / Minor Infection / General Checkup,3.6,50.9,17.2,22.6,7.0,5.4,2.6,64,Clear / Pleasant,31.4
1996-03-21,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,298,190,15,100,67,42,482,40,5,241,96.1,10,28,Severe COPD / Asthma (Stubble Smoke),9.3,38.5,24.3,26.5,21.5,18.8,1.1,523,Heavy Smog / Post-Harvest Burning,24.7
1996-03-21,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,12,36,3,10,4,0,31,0,0,31,35.8,1,3,Routine Antenatal / Minor Infection / General Checkup,2.1,38.1,19.6,18.1,7.5,6.4,3.3,102,Clear / Pleasant,30.4
1996-03-22,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,75,2,15,100,22,2,22,1,1,22,37.4,17,41,Routine Antenatal / Minor Infection / General Checkup,3.6,48.8,22.3,35.5,26.7,15.3,2.1,103,Clear / Pleasant,30.9
1996-03-22,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,33,47,3,10,9,2,5,1,1,5,40.6,1,4,Routine Antenatal / Minor Infection / General Checkup,3.4,43.6,30.4,31.4,8.6,4.5,1.4,94,Clear / Pleasant,25.1
1996-03-23,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,54,24,15,100,26,1,60,0,1,30,58.4,18,44,Routine Antenatal / Minor Infection / General Checkup,8.9,46.0,22.6,24.3,3.2,7.6,12.8,88,Clear / Pleasant,25.8
1996-03-23,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,57,77,3,10,26,14,219,13,1,73,93.1,3,6,Minor Farm Trauma,2.1,40.3,34.9,36.0,6.2,2.7,2.4,321,Light Rain,10.4
1996-03-24,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,81,11,15,100,26,0,102,0,4,34,43.9,17,27,Routine Antenatal / Minor Infection / General Checkup,9.5,37.4,32.9,30.5,32.9,20.5,2.9,82,Clear / Pleasant,31.3
1996-03-24,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,57,90,3,10,19,6,165,5,0,55,75.9,1,7,Viral Fever,2.7,47.8,30.1,35.6,3.2,6.5,1.8,258,Dust Storm,24.4
1996-03-25,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,111,25,15,100,54,2,111,1,2,37,66.5,11,34,Routine Antenatal / Minor Infection / General Checkup,13.5,40.4,16.7,31.2,2.5,3.1,10.6,146,Clear / Pleasant,28.3
1996-03-25,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,26,12,3,10,6,0,18,0,0,6,31.3,3,6,Routine Antenatal / Minor Infection / General Checkup,1.7,57.2,25.0,18.2,7.8,4.2,2.3,57,Clear / Pleasant,21.2
1996-03-26,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,130,41,15,100,60,2,44,1,1,22,54.2,12,35,Routine Antenatal / Minor Infection / General Checkup,11.0,40.4,27.6,19.9,3.0,2.1,4.9,55,Clear / Pleasant,28.9
1996-03-26,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,47,70,3,10,22,8,152,7,1,76,88.2,1,8,Gastroenteritis,3.7,44.0,24.4,30.3,7.0,2.7,4.6,287,Light Rain,33.7
1996-03-27,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,100,9,15,100,46,0,81,0,2,27,38.3,14,26,Routine Antenatal / Minor Infection / General Checkup,6.9,42.3,28.2,18.5,23.1,17.7,4.9,138,Clear / Pleasant,21.8
1996-03-27,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,11,28,3,10,5,2,117,1,0,39,67.0,2,3,Routine Antenatal / Minor Infection / General Checkup,2.7,46.6,17.8,29.1,3.7,3.8,18.1,116,Clear / Pleasant,30.6
1996-03-28,Big Rural (Delhi Outskirts),Extremely Busy,7,Off-Season / Sowing,421,132,15,100,94,49,190,37,6,190,99.4,6,25,Snakebite / Waterborne (Cholera/Typhoid),9.6,46.6,18.9,22.8,4.9,5.2,14.2,63,Heavy Monsoon / Flooded Fields,29.3
1996-03-28,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,20,21,3,10,8,1,19,0,1,19,39.4,1,7,Routine Antenatal / Minor Infection / General Checkup,0.8,38.5,21.0,18.1,3.5,4.3,2.4,59,Clear / Pleasant,24.7
1996-03-29,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,283,122,15,100,122,60,243,44,5,243,97.8,10,26,Severe COPD / Asthma (Stubble Smoke),10.0,37.8,24.3,28.6,15.3,15.9,2.7,568,Heavy Smog / Post-Harvest Burning,22.9
1996-03-29,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,34,0,3,10,10,2,27,1,1,27,65.6,1,5,Routine Antenatal / Minor Infection / General Checkup,2.7,43.0,33.8,34.8,25.0,18.9,3.8,96,Clear / Pleasant,26.0
1996-03-30,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,136,23,15,100,44,2,28,1,1,28,44.1,17,44,Routine Antenatal / Minor Infection / General Checkup,2.6,56.1,21.5,38.2,7.9,7.0,8.8,59,Clear / Pleasant,29.1
1996-03-30,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,28,21,3,10,9,1,68,0,0,34,41.5,3,5,Routine Antenatal / Minor Infection / General Checkup,4.3,39.5,33.0,31.4,27.8,19.6,3.1,93,Clear / Pleasant,20.6
1996-03-31,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,207,51,15,100,86,57,180,47,3,60,93.9,11,32,Gastroenteritis,2.7,58.1,28.8,31.5,4.8,5.4,3.0,175,Warm/Humid,21.0
1996-03-31,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,17,15,3,10,5,0,81,0,1,27,54.7,1,8,Routine Antenatal / Minor Infection / General Checkup,2.0,41.1,17.2,18.2,7.8,2.4,12.3,132,Clear / Pleasant,32.0
1996-04-01,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,171,51,15,100,60,21,276,13,1,92,70.6,10,50,Gastroenteritis,3.1,37.7,34.0,23.2,8.6,5.5,12.1,243,Dust Storm,20.4
1996-04-01,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,54,84,3,10,11,6,93,4,0,93,86.8,2,6,Gastroenteritis,2.1,31.9,15.8,15.7,9.4,7.3,1.0,340,Dust Storm,25.8
1996-04-02,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,228,81,15,100,62,31,336,25,3,112,75.7,10,28,Pesticide Exposure (Mild),4.0,32.1,33.9,33.8,35.7,18.2,3.0,337,Dust Storm,28.2
1996-04-02,Small Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,72,161,3,10,25,14,438,12,1,438,97.8,1,3,Severe COPD / Asthma (Stubble Smoke),4.1,59.7,32.2,37.4,31.6,11.8,1.3,732,Heavy Smog / Post-Harvest Burning,20.3
1996-04-03,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,130,36,15,100,49,2,18,1,1,9,37.8,18,42,Routine Antenatal / Minor Infection / General Checkup,7.1,40.1,17.8,17.6,18.0,24.3,4.6,132,Clear / Pleasant,25.0
1996-04-03,Small Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,67,115,3,10,26,11,999,10,0,333,99.9,2,7,Snakebite / Waterborne (Cholera/Typhoid),0.7,49.9,28.5,23.0,6.0,6.4,13.2,69,Heavy Monsoon / Flooded Fields,31.2
1996-04-04,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,176,79,15,100,38,12,234,11,1,117,71.0,16,35,Pesticide Exposure (Mild),4.0,36.5,34.7,38.4,39.2,21.7,3.0,287,Dry Cold,12.0
1996-04-04,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,19,11,3,10,5,1,69,0,0,23,55.4,1,6,Routine Antenatal / Minor Infection / General Checkup,3.5,39.8,18.4,16.6,6.8,7.2,13.5,148,Clear / Pleasant,26.5
1996-04-05,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,176,64,15,100,83,32,132,25,4,66,92.0,12,27,Pesticide Exposure (Mild),11.6,52.9,19.6,33.4,39.2,17.5,2.4,236,Dust Storm,38.8
1996-04-05,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,30,17,3,10,6,1,69,0,0,23,40.7,2,3,Routine Antenatal / Minor Infection / General Checkup,1.8,44.0,19.8,34.8,26.6,12.3,1.9,71,Clear / Pleasant,31.5
1996-04-06,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,136,42,15,100,49,2,18,1,4,18,34.3,16,40,Routine Antenatal / Minor Infection / General Checkup,13.1,40.9,27.1,28.1,8.7,5.1,3.6,96,Clear / Pleasant,27.9
1996-04-06,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,28,36,3,10,7,1,84,0,1,28,35.0,2,8,Routine Antenatal / Minor Infection / General Checkup,1.2,49.4,25.5,28.0,2.4,5.0,19.8,85,Clear / Pleasant,31.7
1996-04-07,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,198,67,15,100,50,20,98,13,2,98,75.9,10,25,Pesticide Exposure (Mild),13.1,32.2,18.8,32.1,2.4,7.7,16.1,348,Light Rain,15.7
1996-04-07,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,33,38,3,10,15,1,64,0,0,32,60.4,2,3,Routine Antenatal / Minor Infection / General Checkup,2.8,47.4,15.4,35.6,6.5,3.4,3.3,51,Clear / Pleasant,24.8
1996-04-08,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,220,53,15,100,87,44,54,30,1,54,80.8,12,39,Minor Farm Trauma,5.7,31.8,30.0,39.2,3.8,6.7,3.4,347,Dry Cold,35.9
1996-04-08,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,24,15,3,10,8,1,36,0,1,12,64.2,3,7,Routine Antenatal / Minor Infection / General Checkup,3.1,44.0,21.3,25.3,25.2,17.0,1.4,53,Clear / Pleasant,31.8
1996-04-09,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,199,55,15,100,99,46,158,36,1,79,84.1,20,33,Gastroenteritis,4.7,49.2,26.8,17.8,7.4,7.9,16.6,152,Warm/Humid,14.4
1996-04-09,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,30,44,3,10,14,0,54,0,1,18,65.4,1,4,Routine Antenatal / Minor Infection / General Checkup,3.8,49.5,29.2,31.6,2.8,6.7,2.5,97,Clear / Pleasant,24.5
1996-04-10,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,56,50,15,100,24,2,117,1,3,39,41.7,19,49,Routine Antenatal / Minor Infection / General Checkup,10.0,42.7,22.0,25.8,32.2,23.8,3.2,140,Clear / Pleasant,23.9
1996-04-10,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,38,86,3,10,16,5,51,4,1,51,77.8,2,8,Minor Farm Trauma,2.8,39.4,15.8,33.9,36.3,16.8,1.2,261,Warm/Humid,20.9
1996-04-11,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,126,44,15,100,49,2,68,1,1,34,52.0,16,45,Routine Antenatal / Minor Infection / General Checkup,5.8,50.7,28.2,21.9,35.2,23.2,3.4,119,Clear / Pleasant,28.1
1996-04-11,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,33,31,3,10,13,2,96,1,0,32,68.9,3,7,Routine Antenatal / Minor Infection / General Checkup,4.4,49.9,15.7,39.9,3.7,4.3,4.0,150,Clear / Pleasant,20.4
