ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score,ambient_noise_db,arrival_velocity,equipment_chaos_index,target
30,40,0,350,2,2.15,0.7,168.9,61.6,0.45,9.9,127.2
41,40,2,350,1,3.38,0.39,112.9,65.7,0.47,7.5,141.6
25,40,0,350,2,0.82,0.95,85.8,65.1,0.41,2.2,250.0
23,40,3,350,1,1.48,0.84,108.3,62.9,1.23,0.4,118.2
42,40,6,350,1,0.55,0.63,250.0,68.9,1.63,0.1,250.0
36,40,1,350,0,1.08,1.38,98.3,54.8,0.39,9.0,146.4
21,40,3,350,0,2.69,0.35,250.0,57.8,0.44,0.9,158.4
22,40,2,350,2,2.48,0.7,109.0,67.5,0.25,0.8,157.0
38,40,5,350,2,2.77,0.74,148.6,73.3,0.35,2.0,100.0
45,40,2,350,1,1.81,0.88,150.4,72.1,0.3,2.4,183.1
26,40,2,350,1,2.87,0.77,87.8,61.4,0.23,1.8,143.4
29,40,4,350,0,0.67,1.42,170.2,54.1,0.12,0.4,110.7
38,40,4,350,2,0.6,1.24,133.6,77.3,0.3,9.9,187.6
41,40,2,350,0,3.45,0.78,107.5,66.4,0.24,1.2,98.1
38,40,4,350,1,0.7,1.03,148.5,67.2,0.22,8.9,124.2
32,40,1,350,0,2.04,0.74,90.3,70.1,0.19,1.1,118.2
26,40,2,350,2,1.11,0.26,89.8,64.1,0.27,9.8,152.2
23,40,5,350,1,1.46,0.28,111.5,57.3,0.4,0.7,126.8
35,40,3,350,0,2.89,1.31,113.8,65.6,0.31,0.4,146.0
43,40,3,350,2,1.04,0.85,118.3,71.8,0.25,1.8,150.6
34,40,6,350,1,2.35,1.2,139.9,63.2,0.12,2.6,163.0
37,40,3,350,1,0.58,0.79,140.5,75.8,0.11,0.8,112.2
36,40,6,350,1,1.61,1.13,152.1,66.4,0.33,2.7,119.5
23,40,3,350,2,1.0,1.49,107.8,56.9,0.23,9.6,130.4
25,40,3,350,2,0.95,0.89,105.1,57.5,0.12,1.4,155.0
32,40,0,350,1,3.04,1.31,93.3,64.9,0.5,9.0,148.3
40,40,0,350,2,3.04,1.23,148.3,69.3,0.45,2.1,226.6
30,40,4,350,2,1.59,1.29,109.3,67.7,0.25,2.2,122.8
40,40,3,350,1,0.85,0.35,212.5,65.3,0.37,0.2,110.4
34,40,1,350,1,2.01,1.22,111.3,66.1,2.59,2.6,150.0
32,40,3,350,1,2.36,0.63,104.1,63.3,0.14,0.2,229.5
40,40,5,350,0,2.74,0.72,102.0,61.8,0.11,8.1,124.6
39,40,3,350,2,1.41,1.21,226.7,71.4,0.22,2.4,248.0
27,40,0,350,1,2.85,0.99,94.6,60.4,0.46,1.7,230.0
33,40,2,350,2,2.31,1.35,236.3,70.5,0.16,1.3,107.2
35,40,4,350,2,2.25,0.79,217.1,70.8,0.21,2.0,223.6
34,40,3,350,0,2.35,1.01,100.2,67.5,0.14,0.7,126.4
28,40,3,350,2,1.74,0.44,213.5,73.1,0.21,1.6,109.2
31,40,2,350,1,0.98,0.95,121.8,64.1,0.49,2.9,148.7
26,40,5,350,1,2.47,1.0,100.5,67.9,0.14,1.3,110.0
35,40,4,350,1,1.72,0.42,131.2,63.6,0.33,2.1,105.1
24,40,3,350,2,0.63,1.11,103.3,65.3,0.15,0.1,109.7
31,40,5,350,0,1.68,0.46,92.8,57.1,0.41,1.9,125.0
34,40,3,350,0,3.04,0.37,107.1,64.7,0.11,0.2,123.4
37,40,1,350,1,2.94,0.57,112.2,67.8,0.12,1.3,200.8
40,40,5,350,0,1.8,1.43,121.0,68.7,0.3,0.8,191.2
23,40,0,350,0,0.86,0.88,194.4,62.5,0.46,2.3,121.2
39,40,4,350,0,1.73,0.99,183.9,54.9,0.16,0.5,85.4
24,40,1,350,2,2.5,1.42,106.3,68.2,0.15,0.1,250.0
24,40,0,350,1,2.83,0.97,81.2,74.7,0.44,1.0,81.8
34,40,0,350,0,0.72,1.0,250.0,62.5,0.37,2.4,94.4
27,40,3,350,0,2.57,0.56,71.7,72.0,0.32,2.7,110.8
26,40,2,350,0,2.85,0.73,80.5,62.6,0.36,8.8,250.0
25,40,6,350,1,1.93,1.41,96.5,60.7,0.13,1.8,175.8
41,40,3,350,2,2.99,0.58,250.0,79.0,0.41,0.0,111.0
28,40,2,350,1,3.16,1.35,167.6,61.9,2.75,0.2,172.0
42,40,3,350,0,0.76,1.09,104.9,67.4,0.15,1.4,106.6
40,40,3,350,1,2.46,1.1,130.0,69.2,0.15,0.4,160.4
24,40,5,350,0,3.29,0.79,99.5,56.7,1.32,0.8,154.7
44,40,5,350,2,1.75,1.23,156.7,75.3,1.18,2.3,108.2
40,40,0,350,2,0.92,0.31,132.1,65.1,0.47,1.6,121.2
29,40,0,350,0,3.5,1.07,82.4,64.1,0.12,1.5,144.4
31,40,6,350,2,2.59,0.33,108.6,70.4,0.13,1.6,141.1
42,40,0,350,1,2.07,1.22,137.3,68.1,0.13,1.7,196.7
32,40,4,350,1,0.61,1.48,133.6,67.2,2.63,0.6,132.1
41,40,0,350,1,2.0,1.17,188.8,80.2,0.34,2.0,99.3
34,40,1,350,0,2.13,0.75,90.6,68.7,0.31,2.0,127.8
24,40,4,350,2,1.33,0.51,87.2,70.3,0.11,2.9,94.5
31,40,2,350,0,2.56,1.26,116.1,61.7,0.32,0.1,62.8
23,40,1,350,2,1.64,0.89,82.7,62.2,0.27,2.2,216.6
25,40,0,350,1,0.73,0.7,57.6,62.8,0.2,1.4,126.0
38,40,3,350,1,0.84,0.66,204.9,74.5,0.37,9.0,162.9
39,40,5,350,0,0.91,1.49,118.1,71.2,0.11,2.5,122.6
45,40,2,350,1,2.81,1.4,125.8,65.8,0.34,1.7,189.8
43,40,6,350,0,2.31,0.94,112.2,63.2,0.11,1.9,118.7
28,40,0,350,1,3.05,0.55,178.8,68.8,0.27,2.5,131.8
25,40,4,350,2,2.26,0.68,110.4,66.8,0.4,8.8,159.0
27,40,0,350,2,0.73,0.79,119.0,61.1,0.5,9.4,119.1
29,40,5,350,1,1.83,0.89,122.2,66.5,0.14,0.5,93.8
22,40,3,350,0,1.61,0.88,78.7,57.2,0.37,2.2,250.0
30,40,3,350,1,1.56,0.77,90.0,65.9,0.45,1.6,130.0
45,40,3,350,2,2.93,1.29,250.0,71.6,0.37,1.1,100.2
41,40,4,350,0,0.76,1.14,117.6,67.5,0.27,0.1,175.0
23,40,1,350,2,1.94,0.26,90.8,63.1,0.27,2.2,121.8
45,40,4,350,2,1.47,0.68,170.6,70.8,1.06,2.9,113.4
45,40,0,350,1,1.65,0.69,110.0,69.1,0.27,1.2,224.8
20,40,3,350,2,1.02,0.8,87.3,62.0,0.14,0.9,126.8
37,40,1,350,1,1.44,1.0,216.5,60.5,0.26,3.0,129.9
31,40,6,350,1,3.16,0.94,121.6,63.0,0.2,1.4,95.3
32,40,3,350,2,2.25,1.25,115.5,63.4,0.34,1.2,102.8
23,40,0,350,1,3.44,0.38,87.4,55.9,1.87,0.4,140.0
25,40,1,350,2,2.45,0.64,93.5,57.8,0.41,1.0,91.8
32,40,4,350,1,1.45,1.41,110.6,53.9,0.21,2.2,122.4
21,40,5,350,0,3.29,1.19,82.1,46.0,0.34,2.6,138.7
32,40,0,350,2,0.75,0.69,111.5,71.5,0.38,1.1,243.7
28,40,0,350,2,0.95,1.34,124.5,79.4,0.12,1.0,92.2
32,40,4,350,2,2.45,0.26,234.2,72.7,0.48,0.1,140.6
28,40,6,350,2,1.73,0.49,86.9,70.1,0.39,1.1,200.0
44,40,4,350,1,2.06,1.1,133.1,67.8,0.46,8.3,227.4
21,40,5,350,1,1.08,0.33,190.3,64.8,0.45,1.8,120.8
24,40,6,350,1,2.94,0.96,191.4,56.9,0.24,0.3,106.8
39,40,6,350,0,2.05,0.38,107.7,57.7,0.33,9.1,133.6
33,40,3,350,1,3.09,0.26,102.2,68.4,1.7,0.3,72.8
39,40,1,350,0,1.3,0.67,96.8,59.6,0.48,2.4,250.0
21,40,3,350,0,2.51,0.93,46.2,58.6,0.2,0.4,86.1
29,40,5,350,0,2.79,0.79,237.5,61.1,0.48,2.0,236.8
20,40,2,350,1,0.87,0.39,81.7,61.3,0.12,7.0,125.0
23,40,5,350,2,3.37,1.42,222.6,69.1,0.3,0.6,138.8
30,40,4,350,0,1.15,1.32,98.7,59.3,0.26,0.9,91.0
37,40,5,350,2,0.76,0.56,132.2,76.7,0.22,0.0,120.6
33,40,2,350,0,1.93,0.75,83.9,58.6,0.16,2.3,88.6
38,40,1,350,0,1.02,0.38,117.3,72.9,0.37,0.2,116.2
30,40,6,350,0,2.0,1.07,78.1,61.9,0.34,0.9,128.6
33,40,2,350,1,3.2,0.66,110.0,64.6,0.34,1.7,119.6
38,40,3,350,2,3.35,0.76,120.4,67.3,2.52,2.6,124.7
35,40,4,350,2,0.73,0.95,108.6,76.5,0.37,0.5,144.0
22,40,0,350,0,2.78,1.13,77.8,56.7,0.35,1.9,169.2
42,40,3,350,2,2.18,0.95,136.7,69.9,0.25,2.7,137.4
44,40,4,350,2,2.86,0.6,157.3,74.7,2.21,0.8,179.6
27,40,6,350,2,2.07,1.2,124.2,63.2,0.11,2.5,112.3
45,40,2,350,2,3.44,1.44,143.6,62.9,0.25,2.2,203.8
33,40,4,350,0,0.85,0.68,101.9,65.4,0.2,2.1,110.2
24,40,6,350,2,2.27,1.4,192.3,58.3,0.25,1.5,160.9
20,40,3,350,2,1.41,0.98,99.8,58.9,0.2,1.1,75.6
42,40,3,350,1,2.89,1.43,151.9,68.5,0.27,0.4,146.2
20,40,0,350,1,3.0,1.21,68.7,59.7,0.25,2.9,110.5
45,40,4,350,1,3.1,1.05,140.7,71.3,1.79,2.4,141.0
22,40,4,350,2,1.76,1.05,96.6,64.7,0.39,2.4,150.0
39,40,6,350,0,2.69,0.77,105.7,66.2,0.3,1.0,84.7
39,40,4,350,2,3.35,0.58,135.8,66.0,0.27,0.7,117.6
22,40,1,350,0,2.28,1.08,76.7,65.8,0.24,2.2,217.1
38,40,1,350,1,3.0,1.2,111.1,66.3,0.19,0.5,124.7
37,40,4,350,1,0.54,1.38,205.8,74.4,0.22,9.5,239.6
42,40,3,350,1,2.03,0.67,120.1,66.3,0.28,0.2,219.3
45,40,3,350,0,2.95,1.1,203.1,73.0,0.22,0.9,148.3
20,40,5,350,1,2.98,1.42,214.4,61.6,0.2,2.7,146.4
45,40,0,350,1,1.46,0.56,141.8,73.8,0.31,7.5,152.0
36,40,1,350,2,1.72,1.35,134.0,69.4,1.92,8.4,167.7
39,40,2,350,0,3.49,0.81,121.1,64.4,0.41,0.1,115.7
30,40,2,350,2,1.37,1.18,109.5,58.7,0.37,0.4,69.0
29,40,5,350,2,1.15,0.48,109.2,62.8,0.17,2.5,208.3
21,40,2,350,0,2.98,0.52,62.1,50.4,0.35,0.7,232.5
28,40,6,350,1,0.61,0.98,197.0,66.0,0.32,2.6,216.3
24,40,4,350,2,3.32,0.37,224.8,59.5,0.48,2.5,105.2
34,40,3,350,0,0.85,0.66,202.4,61.8,0.26,0.1,130.0
29,40,2,350,0,2.94,0.6,89.2,71.3,0.46,0.7,118.8
41,40,2,350,2,1.42,0.81,125.7,70.1,0.19,0.3,150.7
26,40,4,350,0,2.14,0.26,109.4,58.7,0.14,1.0,125.0
33,40,3,350,2,2.49,1.37,146.8,71.9,0.16,1.9,102.0
37,40,5,350,2,2.14,0.45,119.4,61.1,0.11,1.7,126.5
21,40,5,350,2,0.65,1.08,92.9,59.0,0.47,0.9,110.8
37,40,4,350,2,0.55,0.83,118.9,69.8,0.26,0.9,90.0
34,40,4,350,0,0.95,0.65,100.6,59.7,0.29,7.7,93.6
26,40,5,350,1,3.06,0.66,82.9,72.0,0.33,0.8,111.6
23,40,4,350,0,3.32,0.62,62.3,61.1,0.49,7.3,116.9
21,40,6,350,1,1.63,0.52,103.9,63.4,0.49,0.8,78.9
25,40,1,350,0,3.11,0.88,84.0,63.2,2.14,0.8,143.9
25,40,2,350,1,2.49,1.35,68.8,64.4,0.24,2.1,127.0
34,40,0,350,1,3.32,1.38,109.0,67.0,2.99,1.3,145.8
37,40,4,350,2,0.8,0.67,116.1,67.6,0.14,7.8,109.7
30,40,6,350,0,1.71,0.9,96.4,58.2,0.13,2.7,79.2
29,40,2,350,0,2.08,1.01,80.3,57.7,0.17,2.5,155.9
37,40,0,350,0,3.23,0.33,67.8,66.5,0.16,1.2,94.5
43,40,5,350,2,1.97,1.34,144.6,64.5,0.37,1.0,153.0
22,40,3,350,1,2.59,0.67,87.9,60.8,0.43,1.1,141.2
43,40,4,350,2,2.22,1.22,143.9,80.0,0.43,1.1,100.9
33,40,2,350,2,0.64,0.92,130.9,67.8,0.28,2.2,179.9
29,40,0,350,1,1.48,0.75,90.6,65.5,0.41,0.8,122.0
24,40,4,350,0,2.7,0.79,168.0,53.2,0.4,2.7,155.4
35,40,0,350,0,0.95,1.25,113.1,65.9,0.28,7.1,212.8
42,40,0,350,1,2.33,1.47,139.9,69.6,0.34,0.0,108.0
36,40,3,350,1,0.59,0.5,183.8,69.7,0.18,1.1,212.2
37,40,6,350,0,1.7,1.2,102.9,60.9,0.4,2.8,207.6
20,40,3,350,2,0.93,0.9,205.7,61.6,0.15,1.4,142.5
33,40,3,350,1,1.03,1.33,191.8,64.3,0.16,2.8,172.4
39,40,4,350,2,1.75,0.28,135.3,78.4,1.72,8.6,145.9
33,40,6,350,2,2.01,1.42,160.2,61.2,0.45,2.7,94.6
38,40,1,350,0,0.91,1.03,90.0,59.7,0.47,1.1,205.0
20,40,5,350,1,1.52,1.22,78.4,54.2,1.43,0.2,139.8
44,40,2,350,0,2.36,0.33,194.1,68.2,0.18,0.4,109.9
33,40,4,350,0,1.51,0.55,117.6,67.8,0.17,1.3,122.5
26,40,0,350,1,2.48,0.85,105.8,61.6,0.29,1.0,107.4
42,40,4,350,2,1.81,0.27,115.4,72.1,1.62,1.3,118.6
34,40,2,350,1,2.65,0.63,99.5,66.4,0.38,0.3,96.0
30,40,3,350,2,2.34,1.31,89.8,58.0,0.42,1.7,125.2
27,40,0,350,2,1.63,0.85,89.3,67.6,1.38,1.1,250.0
24,40,6,350,0,2.79,1.19,112.9,63.0,0.19,9.9,227.6
43,40,4,350,2,1.53,1.05,239.5,63.6,0.18,2.2,224.3
26,40,4,350,1,2.61,0.95,190.1,57.3,1.7,1.5,153.0
26,40,1,350,0,2.93,0.58,213.9,63.0,0.35,1.0,133.2
30,40,2,350,2,1.33,1.14,122.2,73.5,0.44,1.1,181.4
35,40,5,350,0,2.33,0.72,124.5,53.6,0.24,2.1,87.5
25,40,4,350,0,0.6,0.39,171.0,61.7,1.6,0.8,143.5
21,40,1,350,2,2.64,0.62,76.6,61.1,0.16,0.1,100.2
25,40,2,350,1,2.19,1.06,116.7,55.3,0.45,1.3,151.3
39,40,2,350,0,3.17,1.4,97.4,75.9,0.25,8.6,123.4
37,40,0,350,2,3.16,1.2,140.0,71.6,1.88,2.0,166.7
34,40,5,350,0,3.08,0.38,89.6,52.8,1.09,1.3,236.8
45,40,4,350,0,2.89,1.03,131.5,68.2,0.27,2.3,149.6
32,40,6,350,0,1.29,1.23,215.9,65.8,0.25,9.6,173.0
42,40,3,350,1,3.35,1.36,137.5,74.8,0.16,1.6,112.3
38,40,4,350,2,3.15,0.6,135.7,64.9,0.29,0.2,101.0
37,40,2,350,0,2.31,0.75,104.3,55.7,0.48,2.2,137.9
23,40,6,350,1,3.4,1.24,95.9,60.4,0.49,1.4,150.2
35,40,2,350,1,2.24,0.82,123.0,63.6,0.34,2.5,152.5
36,40,2,350,1,2.71,0.79,138.0,68.8,0.17,0.1,119.6
40,40,4,350,1,2.59,0.71,138.7,74.4,0.13,0.2,89.6
43,40,2,350,1,1.53,1.46,116.7,73.3,0.25,0.1,148.3
30,40,6,350,1,1.17,0.54,86.9,62.8,0.19,1.5,122.6
41,40,0,350,2,3.19,1.06,144.2,66.6,0.26,0.2,103.7
30,40,2,350,2,3.23,0.7,114.5,58.1,0.39,1.2,106.2
25,40,6,350,0,1.01,1.42,99.1,58.0,0.19,2.6,101.0
44,40,3,350,0,1.24,0.52,96.2,69.1,0.5,0.2,236.8
20,40,4,350,2,3.07,0.31,89.1,75.1,1.25,2.0,119.6
44,40,4,350,0,0.59,1.45,228.6,73.6,1.84,0.4,182.2
25,40,0,350,1,3.18,1.14,93.9,71.8,0.15,0.6,250.0
41,40,6,350,1,0.9,0.35,153.2,60.8,0.28,0.3,93.6
45,40,3,350,1,2.22,0.77,250.0,61.8,2.31,1.0,170.0
39,40,0,350,0,3.33,0.32,88.4,60.8,0.38,0.1,130.4
44,40,6,350,0,0.73,0.84,131.8,64.1,0.18,0.6,139.4
22,40,6,350,2,3.12,1.47,124.4,62.9,0.26,2.2,186.5
45,40,2,350,1,2.5,1.1,134.6,64.8,2.78,2.4,144.8
42,40,5,350,2,2.47,1.1,174.9,78.4,0.24,8.5,192.8
26,40,4,350,0,2.23,0.78,94.7,57.8,0.48,1.1,144.1
24,40,1,350,1,0.63,1.02,159.4,69.0,0.35,2.7,119.5
38,40,1,350,2,3.2,1.0,133.1,67.2,0.31,2.0,120.6
26,40,0,350,2,3.47,1.27,104.8,67.1,0.44,2.6,207.7
36,40,0,350,1,1.02,1.37,109.0,71.7,0.34,9.1,180.8
37,40,0,350,1,1.7,1.44,192.0,69.3,0.39,1.7,81.4
27,40,0,350,0,1.91,0.81,143.9,50.7,0.44,1.9,97.8
20,40,6,350,1,3.35,0.44,69.6,54.4,0.29,0.6,123.0
20,40,3,350,2,0.88,1.15,84.6,64.3,0.22,1.3,100.8
32,40,2,350,1,3.32,1.11,116.5,55.9,0.43,2.4,82.9
32,40,1,350,0,2.31,1.38,93.0,71.9,2.19,1.4,152.5
28,40,3,350,0,3.0,0.47,68.0,63.4,2.09,1.8,138.0
30,40,4,350,1,2.21,1.18,114.7,75.3,0.47,2.5,104.2
43,40,0,350,0,1.6,0.59,100.4,60.7,0.25,2.4,250.0
26,40,5,350,0,1.71,1.05,88.4,60.1,0.1,0.7,210.2
39,40,4,350,1,2.93,0.97,239.4,72.9,0.39,0.2,208.7
43,40,5,350,0,2.32,0.32,206.3,61.8,0.36,2.5,76.2
43,40,0,350,1,2.12,0.91,202.2,69.5,0.1,0.9,250.0
30,40,4,350,0,2.63,0.78,62.0,55.8,0.47,0.3,149.5
41,40,3,350,2,1.47,1.37,250.0,73.8,0.4,7.4,123.7
45,40,0,350,1,2.05,1.45,141.4,72.1,0.17,8.1,126.7
27,40,5,350,0,2.95,1.06,91.8,62.0,0.2,1.1,160.4
30,40,5,350,1,2.93,0.38,95.8,67.7,0.15,1.2,102.4
41,40,4,350,2,3.43,1.1,153.6,71.6,0.45,2.9,117.6
38,40,2,350,1,3.27,0.46,96.0,67.5,2.84,1.0,146.6
27,40,2,350,2,2.93,0.87,100.7,71.4,2.94,1.9,131.6
26,40,2,350,1,2.84,1.38,100.5,69.3,1.94,0.8,106.9
24,40,1,350,0,3.19,0.9,80.8,58.4,0.32,2.9,123.6
27,40,0,350,1,2.43,0.71,75.0,68.9,2.89,0.7,159.3
35,40,5,350,0,1.79,0.38,108.6,60.5,2.4,1.2,141.2
32,40,4,350,0,2.22,1.4,113.5,57.1,0.37,1.7,219.4
43,40,4,350,0,0.96,0.43,101.0,65.7,0.44,1.8,94.4
37,40,0,350,1,3.46,0.78,207.9,69.3,2.78,2.8,247.2
27,40,0,350,1,1.34,1.3,81.5,56.8,0.47,1.5,179.9
37,40,4,350,1,2.03,0.46,195.7,67.5,0.1,8.6,205.4
27,40,4,350,1,3.45,0.37,167.6,65.1,0.31,0.4,67.6
31,40,6,350,0,2.33,1.1,173.8,62.8,0.22,2.1,133.6
26,40,1,350,0,0.81,1.2,61.5,53.1,2.18,2.5,167.6
41,40,4,350,1,1.85,0.75,123.0,71.5,0.38,2.3,147.2
41,40,2,350,1,1.63,0.64,126.2,64.4,2.51,0.8,233.6
43,40,4,350,1,0.77,0.59,133.4,70.2,0.45,1.0,67.8
41,40,2,350,0,2.16,0.69,193.1,63.4,0.28,0.6,84.9
20,40,5,350,1,3.16,0.7,57.5,53.3,0.1,2.6,219.9
21,40,5,350,1,3.22,1.3,78.6,70.5,0.45,1.9,142.9
45,40,4,350,0,2.37,0.34,209.3,68.2,0.43,2.5,120.4
36,40,0,350,0,1.93,1.48,129.5,54.4,0.3,1.3,90.8
42,40,0,350,1,3.1,0.58,105.2,66.1,0.49,2.8,116.4
22,40,1,350,1,1.04,0.37,81.7,66.6,0.45,1.3,108.0
35,40,2,350,1,2.06,1.05,99.2,77.5,2.0,0.4,133.1
29,40,1,350,2,3.32,0.5,96.7,81.5,0.48,8.4,109.9
34,40,5,350,0,3.07,0.87,101.7,60.4,0.2,2.8,101.1
28,40,6,350,0,2.06,1.28,73.3,60.0,0.21,1.2,94.6
28,40,3,350,1,1.32,0.48,88.3,65.9,0.39,1.2,187.7
25,40,1,350,2,1.3,0.42,87.3,69.5,0.43,0.1,136.7
27,40,4,350,1,0.79,1.11,177.7,54.2,0.43,0.0,92.6
34,40,5,350,2,1.11,0.87,129.9,68.7,0.43,2.1,223.1
20,40,6,350,1,2.52,0.76,86.2,57.5,0.42,1.0,102.7
45,40,2,350,0,1.63,0.27,209.3,65.3,0.24,1.6,127.5
35,40,2,350,1,2.1,0.45,92.9,71.2,0.1,1.3,148.6
44,40,6,350,0,1.69,0.52,118.3,68.1,0.14,2.4,92.7
34,40,6,350,1,1.39,0.68,142.6,64.9,0.46,0.2,197.1
20,40,5,350,0,1.39,0.78,82.2,62.3,0.45,7.1,215.5
33,40,3,350,2,2.57,1.43,189.5,71.5,0.39,0.4,129.2
36,40,1,350,1,1.32,1.42,183.9,71.7,0.11,1.9,70.7
30,40,1,350,2,1.53,1.2,121.9,68.9,0.19,2.3,102.6
28,40,2,350,0,0.74,0.25,62.4,60.1,0.41,0.5,125.2
34,40,4,350,1,2.94,1.47,91.7,61.6,0.33,7.6,113.8
36,40,2,350,1,1.68,0.58,117.3,62.2,0.43,1.1,128.0
24,40,1,350,1,2.11,0.72,82.3,59.3,0.28,1.1,117.0
45,40,0,350,1,0.64,0.56,117.7,74.2,0.15,2.7,121.0
30,40,5,350,0,2.75,1.49,108.9,63.7,0.37,1.1,109.0
45,40,5,350,0,3.35,0.71,109.3,53.8,0.12,2.4,232.0
20,40,3,350,2,0.69,1.02,99.6,70.0,0.46,2.0,128.7
38,40,6,350,1,0.98,1.4,221.8,67.4,0.38,8.3,155.5
35,40,5,350,2,0.91,1.18,114.8,66.4,0.46,2.2,123.0
41,40,4,350,1,2.58,0.46,120.8,72.5,0.21,0.5,108.6
24,40,4,350,2,2.13,0.35,108.4,55.1,0.24,3.0,117.0
40,40,2,350,0,2.92,0.74,103.7,68.3,0.25,1.3,149.5
45,40,1,350,0,2.55,1.02,102.9,59.8,0.34,0.7,161.4
35,40,6,350,2,2.87,0.98,141.2,68.4,0.47,1.2,109.4
41,40,2,350,2,3.2,1.32,153.9,64.4,0.34,1.9,200.2
22,40,5,350,1,1.7,0.92,98.2,52.9,0.18,2.8,95.2
27,40,4,350,1,2.12,1.32,188.5,73.9,0.25,9.2,250.0
22,40,3,350,0,2.81,0.27,82.7,59.2,0.28,2.7,119.8
43,40,6,350,1,0.93,0.84,226.0,82.2,0.36,1.0,102.8
23,40,1,350,2,1.95,1.28,106.2,73.3,0.5,2.1,145.6
24,40,0,350,1,1.37,1.33,93.9,61.7,0.29,1.7,115.3
45,40,3,350,0,2.04,0.98,130.8,69.3,0.29,1.8,120.8
36,40,3,350,1,3.44,1.26,105.0,75.7,0.15,9.9,144.4
22,40,6,350,2,0.98,0.33,110.2,66.2,0.11,0.1,80.2
31,40,3,350,1,3.31,0.86,107.5,62.3,0.4,1.6,157.0
25,40,4,350,0,0.75,1.14,78.2,53.2,0.19,0.2,87.2
43,40,2,350,2,1.35,1.27,145.4,64.9,0.34,7.2,120.0
27,40,3,350,0,2.89,1.31,83.7,64.7,0.15,0.2,128.9
29,40,1,350,1,1.87,0.54,89.7,63.4,0.4,7.6,120.3
37,40,6,350,1,0.92,0.59,125.9,65.5,0.48,8.5,127.6
24,40,4,350,0,2.56,1.37,87.7,65.3,0.32,2.3,189.4
32,40,5,350,1,1.55,0.53,90.6,68.5,2.88,2.2,162.8
26,40,1,350,2,1.62,0.95,176.5,66.4,0.31,2.9,132.6
23,40,2,350,2,1.15,1.01,111.9,67.0,0.28,1.2,130.1
26,40,6,350,1,2.99,1.39,117.8,66.8,0.4,2.9,93.6
41,40,0,350,1,3.06,1.33,121.7,67.8,0.23,1.5,119.7
25,40,2,350,0,3.34,1.14,77.5,60.6,0.17,2.4,95.6
38,40,2,350,1,1.64,0.47,111.0,70.5,0.39,2.2,149.4
24,40,1,350,1,2.74,0.62,84.7,57.2,0.24,2.6,137.8
43,40,3,350,2,3.07,1.22,135.8,71.8,0.17,1.4,84.6
42,40,4,350,0,2.8,0.73,125.1,72.4,2.69,7.4,237.8
29,40,6,350,0,1.59,1.24,77.2,69.0,0.36,0.7,119.4
30,40,3,350,0,2.11,0.39,171.6,59.0,0.3,1.2,103.9
22,40,2,350,2,0.51,0.95,111.6,60.1,0.18,2.6,115.3
24,40,3,350,0,2.54,1.46,95.2,61.6,0.46,2.7,244.8
27,40,4,350,2,1.36,0.43,103.5,72.2,0.16,1.6,117.7
45,40,6,350,0,1.56,1.08,228.4,68.0,0.45,1.0,109.4
34,40,5,350,0,0.62,0.78,109.7,62.3,2.02,0.4,130.1
31,40,3,350,1,1.0,1.11,99.2,61.5,0.41,7.1,188.1
27,40,6,350,0,2.33,0.49,98.4,56.6,0.19,0.9,207.4
42,40,4,350,2,2.1,0.71,157.1,66.4,0.35,0.5,161.2
42,40,5,350,2,2.52,1.16,201.4,77.2,0.24,1.6,131.8
38,40,6,350,2,1.72,1.06,154.2,61.8,0.33,1.5,228.5
43,40,4,350,2,1.52,0.54,122.6,70.3,0.37,2.8,93.2
44,40,0,350,1,2.11,0.3,218.3,77.7,0.44,2.6,250.0
23,40,1,350,0,1.52,0.98,77.9,64.0,0.31,0.7,138.0
25,40,0,350,0,3.12,1.1,241.6,64.3,0.27,1.2,139.2
42,40,4,350,1,1.0,0.42,130.9,68.4,0.27,1.6,199.0
31,40,4,350,1,2.97,0.36,130.9,65.9,0.43,1.8,107.4
36,40,5,350,0,2.09,0.55,189.3,48.7,0.24,2.9,136.4
30,40,0,350,1,2.58,1.44,94.7,58.6,0.22,1.1,96.2
25,40,2,350,2,2.98,1.06,122.7,68.2,0.49,2.1,137.0
31,40,5,350,1,2.67,0.66,89.1,68.0,0.4,0.4,119.7
27,40,6,350,1,0.79,0.95,122.3,53.5,0.26,1.2,101.4
39,40,3,350,2,3.24,0.41,112.3,82.8,0.42,2.1,124.0
28,40,4,350,0,1.2,0.85,93.3,64.6,0.21,0.6,86.0
20,40,6,350,2,1.92,0.74,110.3,60.1,0.23,2.6,148.2
26,40,1,350,0,0.84,0.36,80.8,54.8,0.4,0.1,87.6
41,40,0,350,1,1.16,1.2,135.7,65.5,0.42,1.4,99.9
20,40,4,350,0,3.25,0.44,81.2,57.8,1.23,1.7,166.4
40,40,0,350,0,2.54,0.56,88.7,70.1,0.36,1.1,82.6
44,40,3,350,2,2.67,0.88,142.0,72.6,2.63,1.8,180.6
32,40,0,350,0,0.88,1.38,73.4,56.5,1.73,2.5,116.5
42,40,0,350,2,3.15,0.77,134.8,69.6,0.2,2.0,99.4
31,40,1,350,0,2.71,0.77,81.8,56.1,0.22,0.0,206.6
35,40,1,350,1,1.94,1.27,89.4,70.6,0.35,1.3,157.0
35,40,6,350,2,0.91,0.57,203.3,61.9,0.1,2.0,102.3
