Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Tourist_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,NEDOCS_Param_1_ED_Total_Beds,NEDOCS_Param_2_Hospital_Total_Beds,NEDOCS_Param_3_ED_Patients_Count,NEDOCS_Param_4_Patients_Waiting_Admit,NEDOCS_Param_5_Longest_Wait_Minutes,NEDOCS_Param_6_Admitted_Waiting_Count,NEDOCS_Param_7_ED_Respirators_In_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Total_Tourist_Patient_%,Medical_Tourist_Patient_%,Leisure_Tourist_Patient_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
2/17/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),69,0,15,60,17,3,124,2,1,31,68.5,8,28,Routine Health Checkup / Minor Elective Ailment,5.9,52.1,23.5,18,5.8,3.8,2,79,Clear / Sunny & Pleasant,24.5
2/18/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),285,17,60,850,104,2,138,1,9,46,41.1,42,121,Routine Health Checkup / Minor Elective Ailment,11.1,50.9,25,12.1,7.3,4,3.3,132,Clear / Sunny & Pleasant,24.9
2/18/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),93,38,15,60,23,1,84,0,2,21,42,6,20,Routine Health Checkup / Minor Elective Ailment,6,53.8,12.4,31.3,6,2.9,3.1,108,Clear / Sunny & Pleasant,21.2
2/19/1996,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),638,91,60,850,233,94,321,64,11,107,82.3,48,114,Gastrointestinal Infection,8,32.5,19.3,28.7,24.8,11.8,13,248,Pleasant Haze,26.8
2/19/1996,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),154,100,15,60,49,15,208,11,3,52,75.9,7,17,Orthopedic / Minor Trauma,6.7,43.1,18.6,25.3,2.2,1.2,1,251,Pleasant Haze,31.6
2/20/1996,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),462,93,60,850,122,56,234,41,10,117,75.7,50,104,Orthopedic / Minor Trauma,12.6,46.9,19.9,31.6,7.3,3.3,4,380,Moderate Smog,29.5
2/20/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),97,19,15,60,36,3,96,1,2,32,61.2,12,14,Routine Health Checkup / Minor Elective Ailment,8.5,40.1,14,18.1,6.4,3.1,3.3,102,Clear / Sunny & Pleasant,21.5
2/21/1996,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),263,0,60,850,89,1,30,0,20,10,41.1,52,97,Routine Health Checkup / Minor Elective Ailment,20.5,48.4,21.7,21.8,22.2,13.1,9.1,77,Clear / Sunny & Pleasant,23.3
2/21/1996,Small Urban (Delhi),Extremely Busy,1,Peak Tourist Season (Oct-Mar),244,131,15,60,70,23,1204,17,4,301,95.1,5,10,Severe Asthma / COPD / Cardiac Crisis,5.1,35.8,11.8,32.8,3.2,1.3,1.9,787,Severe Smog / Cold Wave,14.1
2/22/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),363,21,60,850,130,3,76,1,9,19,54.6,35,92,Routine Health Checkup / Minor Elective Ailment,16.3,36.8,18.1,18.8,4.7,3.2,1.5,79,Clear / Sunny & Pleasant,23.4
2/22/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),72,24,15,60,22,1,68,0,3,17,63.6,11,26,Routine Health Checkup / Minor Elective Ailment,5.6,32.1,19.2,22.9,5.6,2.5,3.1,99,Clear / Sunny & Pleasant,31.5
2/23/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),369,25,60,850,130,3,76,1,16,38,45.4,37,97,Routine Health Checkup / Minor Elective Ailment,23.5,32.4,16,25.8,22.2,9.5,12.7,63,Clear / Sunny & Pleasant,25.5
2/23/1996,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),140,97,15,60,36,10,195,6,3,65,88,8,20,Orthopedic / Minor Trauma,6.5,37.1,10.6,20.6,6.3,3.5,2.8,166,Light Rain / Humid,27.3
2/24/1996,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),817,193,60,850,277,114,2120,94,31,530,95.7,54,94,Severe Dengue / Malaria / Cholera Outbreak,21.8,45.3,8.4,17.3,3.4,1.9,1.5,114,Heavy Monsoon / Waterlogging,32.2
2/24/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),91,7,15,60,30,1,147,0,3,49,71.3,12,20,Routine Health Checkup / Minor Elective Ailment,5.2,31.1,19.5,31.9,2.4,1,1.4,70,Clear / Sunny & Pleasant,21.8
2/25/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),345,0,60,850,96,2,129,1,11,43,52.7,45,112,Routine Health Checkup / Minor Elective Ailment,15.1,30.6,23.2,25.8,6.1,3.7,2.4,95,Clear / Sunny & Pleasant,28.6
2/25/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),56,31,15,60,15,2,52,1,4,13,73,6,17,Routine Health Checkup / Minor Elective Ailment,6.9,43.8,26.4,20.1,4.2,2.7,1.5,124,Clear / Sunny & Pleasant,20.4
2/26/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),228,2,60,850,68,2,111,1,15,37,40.5,39,134,Routine Health Checkup / Minor Elective Ailment,18.8,52.7,19.6,33.8,6.4,2.7,3.7,81,Clear / Sunny & Pleasant,30.3
2/26/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),87,3,15,60,26,2,147,1,1,49,43,10,28,Routine Health Checkup / Minor Elective Ailment,4.1,45.4,26.3,33.9,2,1.1,0.9,82,Clear / Sunny & Pleasant,24.7
2/27/1996,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),512,88,60,850,196,101,308,66,20,77,85.4,36,95,Gastrointestinal Infection,11.7,52,16.4,26.6,9.4,6.1,3.3,384,Moderate Smog,18.2
2/27/1996,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),138,73,15,60,46,23,576,14,4,144,82.5,9,17,Allergies / Minor Respiratory,8.5,30.1,18.7,24.9,4.2,2,2.2,273,Light Rain / Humid,34.4
2/28/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),323,49,60,850,101,3,192,2,18,48,45.4,55,128,Routine Health Checkup / Minor Elective Ailment,24.7,49.2,13.9,23.3,9,5.9,3.1,148,Clear / Sunny & Pleasant,28
2/28/1996,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),141,70,15,60,40,19,106,14,3,53,91,11,14,Orthopedic / Minor Trauma,4.2,52.4,19.7,12.9,2.5,1.6,0.9,165,Warm / Dusty,29
2/29/1996,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),690,75,60,850,261,111,536,68,18,134,83.2,35,127,Orthopedic / Minor Trauma,9.5,29.9,12.3,21.2,4.7,3.3,1.4,374,Pleasant Haze,20.5
2/29/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),70,16,15,60,24,1,44,0,1,11,59,8,14,Routine Health Checkup / Minor Elective Ailment,2.4,36.7,10.9,29.6,3.9,1.8,2.1,114,Clear / Sunny & Pleasant,20.5
3/1/1996,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),285,3,60,850,81,3,60,1,8,15,47.3,51,98,Routine Health Checkup / Minor Elective Ailment,14.6,41.9,27,17,21.6,10.4,11.2,133,Clear / Sunny & Pleasant,22.6
3/1/1996,Small Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),176,56,15,60,59,24,282,18,1,141,84.9,10,15,Gastrointestinal Infection,8.3,48.9,14.9,20.1,3.3,1.9,1.4,204,Warm / Dusty,38.8
3/2/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),285,1,60,850,87,3,104,2,16,26,61.3,40,118,Routine Health Checkup / Minor Elective Ailment,13.2,52.7,21.8,12.6,13.5,6.6,6.9,105,Clear / Sunny & Pleasant,31.6
3/2/1996,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),126,85,15,60,32,8,236,4,1,59,76.2,10,14,Allergies / Minor Respiratory,5.5,44,19.9,20,0.5,0.3,0.2,370,Light Rain / Humid,28.6
3/3/1996,Big Urban (Delhi),Slightly Busy,11,Peak Tourist Season (Oct-Mar),697,80,60,850,263,135,568,78,12,142,90.5,50,112,Allergies / Minor Respiratory,8.5,45.2,22.2,24.8,23.5,12.3,11.2,161,Moderate Smog,27.1
3/3/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),94,25,15,60,34,0,160,0,4,40,47.2,9,16,Routine Health Checkup / Minor Elective Ailment,8.7,47.5,9,24.6,6.2,3.1,3.1,149,Clear / Sunny & Pleasant,30.2
3/4/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),300,37,60,850,109,3,90,2,18,45,55.5,47,105,Routine Health Checkup / Minor Elective Ailment,21.1,45.4,27.7,12.6,14.4,9.4,5,78,Clear / Sunny & Pleasant,20.4
3/4/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),62,31,15,60,15,3,100,1,2,25,65.9,9,24,Routine Health Checkup / Minor Elective Ailment,5,43.2,25.1,19.3,2,1.3,0.7,63,Clear / Sunny & Pleasant,30.6
3/5/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),310,0,60,850,118,2,141,1,12,47,70.1,41,108,Routine Health Checkup / Minor Elective Ailment,8.6,31.6,27.6,15.5,9.6,5.2,4.4,135,Clear / Sunny & Pleasant,30.3
3/5/1996,Small Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),270,118,15,60,87,29,688,21,1,172,99.5,7,12,Severe Asthma / COPD / Cardiac Crisis,8.2,47.9,24.1,22.3,5.4,3.6,1.8,790,Severe Smog / Cold Wave,6.3
3/6/1996,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),439,60,60,850,155,67,492,53,15,123,86.3,52,101,Viral Fever / Influenza,8.1,42.1,15,20.4,14.8,6.1,8.7,311,Light Rain / Humid,34.7
3/6/1996,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),88,30,15,60,32,2,72,1,2,24,48,8,28,Routine Health Checkup / Minor Elective Ailment,1.8,32.1,12.9,26.1,0.1,0,0.1,130,Clear / Sunny & Pleasant,28.7
3/7/1996,Big Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),686,98,60,850,209,78,364,47,12,91,91.4,52,125,Viral Fever / Influenza,9.4,46.2,27.8,26.4,3,1.5,1.5,312,Warm / Dusty,18.9
3/7/1996,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),159,95,15,60,55,16,364,11,3,91,76.2,6,28,Orthopedic / Minor Trauma,7.4,48.4,9.8,31.2,3.5,2,1.5,280,Pleasant Haze,38.4
3/8/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),365,7,60,850,129,3,96,1,18,32,58.1,43,105,Routine Health Checkup / Minor Elective Ailment,9.9,43.3,26.6,25.3,20.6,13.6,7,143,Clear / Sunny & Pleasant,30.8
3/8/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),53,17,15,60,20,0,52,0,1,26,42.4,11,21,Routine Health Checkup / Minor Elective Ailment,4.4,42.6,10,15.5,6.6,3.4,3.2,123,Clear / Sunny & Pleasant,22.3
3/9/1996,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),590,83,60,850,198,74,198,40,14,99,80.7,37,134,Gastrointestinal Infection,8.7,44,12.4,29.6,24.5,15.3,9.2,279,Warm / Dusty,36.2
3/9/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),65,37,15,60,24,0,141,0,3,47,65.9,9,16,Routine Health Checkup / Minor Elective Ailment,3.8,35.2,18.9,14.9,4.3,3,1.3,93,Clear / Sunny & Pleasant,25.3
3/10/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),283,16,60,850,96,3,32,2,11,16,54.7,36,121,Routine Health Checkup / Minor Elective Ailment,10.2,38.3,22.1,28.9,12.5,6.6,5.9,94,Clear / Sunny & Pleasant,20.5
3/10/1996,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),155,88,15,60,51,23,432,19,3,108,89.9,7,27,Gastrointestinal Infection,1.1,48.5,10.1,29.5,6,2.9,3.1,340,Pleasant Haze,19.6
3/11/1996,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),364,0,60,850,119,2,42,1,9,21,67.8,49,98,Routine Health Checkup / Minor Elective Ailment,17.1,35.3,8.3,21,17.3,10.9,6.4,125,Clear / Sunny & Pleasant,30.4
3/11/1996,Small Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),120,92,15,60,47,20,381,10,2,127,77.5,6,16,Allergies / Minor Respiratory,2.2,52.9,27.8,31.9,0.9,0.5,0.4,381,Warm / Dusty,20.6
3/12/1996,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),596,95,60,850,222,80,194,43,20,97,81.2,50,114,Orthopedic / Minor Trauma,23.6,54.7,25.3,36.4,9.8,5.6,4.2,394,Pleasant Haze,23.7
3/12/1996,Small Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),223,200,15,60,82,53,801,40,4,267,98.3,9,15,Severe Asthma / COPD / Cardiac Crisis,8.6,55.5,19,28.1,6.3,3.3,3,882,Severe Smog / Cold Wave,6.2
3/13/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),368,10,60,850,114,1,132,0,20,44,65.4,52,127,Routine Health Checkup / Minor Elective Ailment,13.1,41.5,16.7,23.6,24.6,12.7,11.9,124,Clear / Sunny & Pleasant,27
3/13/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),98,10,15,60,27,3,96,1,3,48,51.5,12,21,Routine Health Checkup / Minor Elective Ailment,8.8,47.3,13.6,14.6,6.4,3.9,2.5,93,Clear / Sunny & Pleasant,23.5
3/14/1996,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),500,75,60,850,139,41,231,35,18,77,79.3,47,129,Allergies / Minor Respiratory,12.8,29.7,22.4,21.4,18.2,11.7,6.5,296,Moderate Smog,18.9
3/14/1996,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),119,92,15,60,46,23,492,18,4,123,92.5,11,21,Allergies / Minor Respiratory,1.1,49.1,17.6,37.1,3.2,2.2,1,248,Moderate Smog,26.3
3/15/1996,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),331,41,60,850,108,1,102,0,17,34,63.5,44,91,Routine Health Checkup / Minor Elective Ailment,17.2,51.3,25.2,21.4,20.1,12.4,7.7,98,Clear / Sunny & Pleasant,29
3/15/1996,Small Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),231,193,15,60,72,29,800,26,6,200,95.1,12,20,Severe Asthma / COPD / Cardiac Crisis,4.5,47.2,18.8,37.1,5.1,3.2,1.9,686,Severe Smog / Cold Wave,15
3/16/1996,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),228,1,60,850,62,2,128,1,16,32,71.7,53,109,Routine Health Checkup / Minor Elective Ailment,6.3,56.1,14.1,19.3,12.4,8.5,3.9,106,Clear / Sunny & Pleasant,23.5
3/16/1996,Small Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),201,127,15,60,53,18,1360,14,3,340,99.8,6,16,Severe Dengue / Malaria / Cholera Outbreak,2.4,44.5,11.6,20.3,1,0.6,0.4,62,Heavy Monsoon / Waterlogging,32.5
3/17/1996,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),566,99,60,850,201,91,504,58,11,126,87.8,53,135,Gastrointestinal Infection,22.9,55.1,19.5,22.5,18.3,9.9,8.4,319,Moderate Smog,36.9
3/17/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),54,13,15,60,13,2,132,1,4,33,57.6,6,27,Routine Health Checkup / Minor Elective Ailment,2.2,54.7,15.8,17.8,6.2,3,3.2,61,Clear / Sunny & Pleasant,20.6
3/18/1996,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),480,61,60,850,128,68,212,38,13,53,84.4,40,108,Allergies / Minor Respiratory,18.1,35.7,17.5,31.7,26.9,13.5,13.4,218,Moderate Smog,28.3
3/18/1996,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),102,74,15,60,33,9,336,6,2,112,87.7,7,19,Gastrointestinal Infection,1.6,47.7,24.5,24.7,5.5,2.9,2.6,294,Pleasant Haze,18.3
3/19/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),401,47,60,850,126,1,114,0,10,38,70.1,35,108,Routine Health Checkup / Minor Elective Ailment,10.1,46.2,10.5,31.2,19.1,10.2,8.9,133,Clear / Sunny & Pleasant,25.2
3/19/1996,Small Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),173,79,15,60,63,25,159,15,2,53,84.4,9,22,Orthopedic / Minor Trauma,1.9,33.5,12.4,25.6,0.9,0.5,0.4,317,Pleasant Haze,22.8
3/20/1996,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),381,22,60,850,133,3,144,1,14,36,61.4,36,123,Routine Health Checkup / Minor Elective Ailment,10.2,54.5,26.6,18.8,19.6,8.3,11.3,106,Clear / Sunny & Pleasant,25.2
3/20/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),70,24,15,60,27,0,92,0,1,23,60.2,10,26,Routine Health Checkup / Minor Elective Ailment,3.4,35.3,12.2,28.7,2.4,1.5,0.9,130,Clear / Sunny & Pleasant,31.6
3/21/1996,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),608,51,60,850,186,59,312,45,18,104,91.5,49,102,Allergies / Minor Respiratory,13.3,28.7,27.7,32,26.3,12.4,13.9,248,Light Rain / Humid,29.5
3/21/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),65,48,15,60,17,3,40,1,2,20,46.9,10,17,Routine Health Checkup / Minor Elective Ailment,3.8,43.1,14.1,22.3,4.4,2.9,1.5,67,Clear / Sunny & Pleasant,29.3
3/22/1996,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),428,94,60,850,124,61,364,37,16,91,91.9,45,124,Viral Fever / Influenza,13.3,43.3,17.8,32.3,27.5,14.6,12.9,335,Pleasant Haze,20.4
3/22/1996,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),112,78,15,60,42,19,360,16,1,90,87.3,7,23,Orthopedic / Minor Trauma,3.7,46.2,13.5,22.4,3,1.7,1.3,307,Light Rain / Humid,27.6
3/23/1996,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),647,86,60,850,212,66,460,34,11,115,85.4,50,135,Orthopedic / Minor Trauma,18.8,55,9.1,15.8,4.4,2,2.4,361,Warm / Dusty,22.1
3/23/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),86,44,15,60,26,3,172,2,4,43,68.5,9,16,Routine Health Checkup / Minor Elective Ailment,4.5,50.5,17.2,18.8,3.8,1.6,2.2,120,Clear / Sunny & Pleasant,22.5
3/24/1996,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),377,3,60,850,109,2,74,1,14,37,58.3,41,102,Routine Health Checkup / Minor Elective Ailment,16.6,31.9,15.1,16.7,16,6.7,9.3,92,Clear / Sunny & Pleasant,31.5
3/24/1996,Small Urban (Delhi),Slightly Busy,11,Peak Tourist Season (Oct-Mar),138,78,15,60,47,12,279,6,3,93,78.6,6,17,Allergies / Minor Respiratory,1.3,34.9,20.1,13.7,4.6,2.7,1.9,293,Pleasant Haze,33.2
3/25/1996,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),467,54,60,850,129,68,186,46,18,62,91.1,52,118,Gastrointestinal Infection,9,52,21.2,34.1,3.3,1.5,1.8,184,Pleasant Haze,18.2
3/25/1996,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),64,27,15,60,24,1,78,0,1,26,40.8,12,18,Routine Health Checkup / Minor Elective Ailment,5.5,51.3,22,33.3,3,1.6,1.4,128,Clear / Sunny & Pleasant,25.9
3/26/1996,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),979,101,60,850,245,137,1916,72,26,479,99.4,52,119,Severe Dengue / Malaria / Cholera Outbreak,6.7,46.7,8.1,28.9,8.5,4.5,4,105,Heavy Monsoon / Waterlogging,26.2
3/26/1996,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),171,62,15,60,64,19,174,17,3,87,92,9,19,Allergies / Minor Respiratory,8.3,48.2,20.2,36.2,0.6,0.3,0.3,179,Light Rain / Humid,39.1
3/27/1996,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),720,112,60,850,260,138,468,81,21,234,97.9,41,127,Severe Dengue / Malaria / Cholera Outbreak,12.4,34.7,10.4,27.6,6,3.3,2.7,117,Heavy Monsoon / Waterlogging,28.6
3/27/1996,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),54,1,15,60,20,2,26,1,1,13,52.1,9,16,Routine Health Checkup / Minor Elective Ailment,5.7,46.6,12.6,25.6,1.3,0.7,0.6,118,Clear / Sunny & Pleasant,25.6
3/28/1996,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),681,83,60,850,190,62,414,47,19,138,88,40,111,Orthopedic / Minor Trauma,15.7,39.4,17.8,31.3,18.2,7.3,10.9,361,Light Rain / Humid,29.2
3/28/1996,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),68,37,15,60,21,1,36,0,4,18,67.2,12,24,Routine Health Checkup / Minor Elective Ailment,3.9,33.4,17,27.2,6.3,3.4,2.9,113,Clear / Sunny & Pleasant,26.7
3/29/1996,Big Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),682,64,60,850,210,67,244,58,14,61,84.7,37,114,Viral Fever / Influenza,16.7,29.5,12.9,33.3,6.2,3.6,2.6,342,Warm / Dusty,24.3
3/29/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),82,15,15,60,29,1,84,0,2,28,49,6,16,Routine Health Checkup / Minor Elective Ailment,7.7,40.9,17.5,26.2,4.6,2.5,2.1,114,Clear / Sunny & Pleasant,28.1
3/30/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),352,1,60,850,122,2,28,1,17,14,58,35,98,Routine Health Checkup / Minor Elective Ailment,13.4,36.7,22.1,29.4,5.2,2.2,3,73,Clear / Sunny & Pleasant,21
3/30/1996,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),45,19,15,60,16,2,22,1,4,11,41.4,10,25,Routine Health Checkup / Minor Elective Ailment,6.8,57,18,31.3,3,1.6,1.4,100,Clear / Sunny & Pleasant,22.7
3/31/1996,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),323,9,60,850,117,3,62,1,12,31,61,53,92,Routine Health Checkup / Minor Elective Ailment,13.5,33,13.3,15.2,25.4,10.3,15.1,146,Clear / Sunny & Pleasant,31.9
3/31/1996,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),128,100,15,60,38,12,288,9,2,144,80.6,9,25,Orthopedic / Minor Trauma,7,32.7,15.6,33.3,6.4,2.9,3.5,291,Pleasant Haze,23.7
4/1/1996,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),658,92,60,850,172,67,297,58,15,99,81.1,47,115,Viral Fever / Influenza,15.1,38.1,11.2,19.8,23.2,11.7,11.5,298,Pleasant Haze,35.2
4/1/1996,Small Urban (Delhi),Extremely Busy,1,Peak Tourist Season (Oct-Mar),206,153,15,60,70,45,780,27,4,390,97.9,12,15,Severe Asthma / COPD / Cardiac Crisis,8.2,30.9,21.3,20.5,5.1,3.5,1.6,824,Severe Smog / Cold Wave,5.3
4/2/1996,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),659,88,60,850,183,66,267,40,12,89,86.1,40,92,Allergies / Minor Respiratory,10.9,31.7,12.5,15.1,20,13.5,6.5,201,Pleasant Haze,22.3
4/2/1996,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),51,32,15,60,13,3,105,2,2,35,72.7,9,17,Routine Health Checkup / Minor Elective Ailment,4.4,52.4,10,34.1,2.6,1.2,1.4,148,Clear / Sunny & Pleasant,20.8
4/3/1996,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),413,24,60,850,143,0,63,0,10,21,63.1,42,107,Routine Health Checkup / Minor Elective Ailment,24.1,38.1,19,29.3,21.8,12.7,9.1,82,Clear / Sunny & Pleasant,30.7
4/3/1996,Small Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),139,100,15,60,46,23,264,20,1,88,85.1,7,28,Viral Fever / Influenza,1.3,32.2,9.1,29.7,2.8,1.3,1.5,298,Pleasant Haze,24.1
4/4/1996,Big Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),993,128,60,850,333,192,348,166,35,174,95.7,32,90,Severe Asthma / COPD / Cardiac Crisis,13,43.8,22.1,35.8,26,13,13,833,Severe Smog / Cold Wave,11.7
4/4/1996,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),97,33,15,60,28,2,78,1,1,39,60.7,11,19,Routine Health Checkup / Minor Elective Ailment,8.9,40.4,9.1,35.1,1.2,0.7,0.5,93,Clear / Sunny & Pleasant,22.1
4/5/1996,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),321,33,60,850,93,1,126,0,11,42,44.8,38,129,Routine Health Checkup / Minor Elective Ailment,17.4,30.4,11.2,30,19.3,9.7,9.6,94,Clear / Sunny & Pleasant,20.8
4/5/1996,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),65,0,15,60,18,0,120,0,2,30,62.1,10,15,Routine Health Checkup / Minor Elective Ailment,2.4,51.4,22.5,19.9,1.3,0.8,0.5,77,Clear / Sunny & Pleasant,22.8
4/6/1996,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),382,8,60,850,146,0,132,0,9,44,69.5,55,117,Routine Health Checkup / Minor Elective Ailment,15,44.9,27.9,37.4,6.1,3.3,2.8,129,Clear / Sunny & Pleasant,30.2
